pr_number,title,created_at,merged_at,title_sentiment_numeric,title_sentiment_label,title_sentiment_score,body_sentiment_numeric,body_sentiment_label,body_sentiment_score,comments_sentiment_avg,total_comments,date
1435,Change wrong kwargs name,2023-12-15 11:28:17+00:00,2023-12-21 17:46:36+00:00,1,NEG,0.866805374622345,3.0,NEU,0.949926495552063,5.0,1,2023-12-21 17:46:36+00:00
1447,Randomly select MMMU answer when none is returned from the model,2023-12-24 05:40:30+00:00,2023-12-24 19:22:59+00:00,3,NEU,0.9524253010749817,3.0,NEU,0.8678959012031555,,0,2023-12-24 19:22:59+00:00
1378,Fixed parameter incorrect,2023-10-16 06:12:40+00:00,2024-01-03 16:43:49+00:00,1,NEG,0.861882746219635,3.0,NEU,0.9725961685180664,5.0,1,2024-01-03 16:43:49+00:00
1388,Add gpt-3.5-turbo-16k support to ctx len getter,2023-10-24 03:10:16+00:00,2024-01-03 16:45:16+00:00,3,NEU,0.8790218830108643,3.0,NEU,0.8714560270309448,4.0,2,2024-01-03 16:45:16+00:00
1389,Add a recorder for function calls,2023-10-24 08:21:50+00:00,2024-01-03 16:46:20+00:00,3,NEU,0.9323903918266296,3.0,NEU,0.8385170102119446,5.0,1,2024-01-03 16:46:20+00:00
1395,Solve #1394,2023-11-03 15:01:53+00:00,2024-01-03 16:48:28+00:00,3,NEU,0.9392871260643005,3.0,NEU,0.910407543182373,5.0,1,2024-01-03 16:48:28+00:00
1422,Add eval japanese prime minister,2023-12-06 11:52:03+00:00,2024-01-03 16:49:09+00:00,3,NEU,0.9618614315986633,,,0.0,5.0,2,2024-01-03 16:49:09+00:00
1450,Improve MMMU performance with prompt engineering,2024-01-03 18:15:03+00:00,2024-01-03 18:20:50+00:00,5,POS,0.666348397731781,5.0,POS,0.9374077320098877,,0,2024-01-03 18:20:50+00:00
1453,Add eval yaml for Theory of Mind eval,2024-01-08 10:37:03+00:00,2024-01-09 02:34:54+00:00,3,NEU,0.964191198348999,3.0,NEU,0.815007746219635,5.0,1,2024-01-09 02:34:54+00:00
1400,icelandic gec eval,2023-11-07 14:08:40+00:00,2024-01-10 16:23:00+00:00,3,NEU,0.932198703289032,,,0.0,4.6,5,2024-01-10 16:23:00+00:00
1451,Fix formatting/typing so pre-commit hooks pass,2024-01-04 20:44:38+00:00,2024-01-10 16:25:28+00:00,3,NEU,0.8941558599472046,,,0.0,5.0,1,2024-01-10 16:25:28+00:00
1452,Add run_id to final_report from LocalRecorder,2024-01-04 21:06:47+00:00,2024-01-26 07:07:22+00:00,3,NEU,0.9707503318786621,1.0,NEG,0.7942919731140137,5.0,1,2024-01-26 07:07:22+00:00
1460,Logged spec now includes overridden args,2024-01-17 09:39:46+00:00,2024-01-26 07:12:09+00:00,3,NEU,0.946063756942749,,,0.0,5.0,1,2024-01-26 07:12:09+00:00
1461,Updates for Solvers,2024-01-26 08:22:48+00:00,2024-01-29 16:33:42+00:00,3,NEU,0.9574108719825745,,,0.0,5.0,1,2024-01-29 16:33:42+00:00
1464,Fix small typos and inconsistencies in README,2024-01-30 18:32:13+00:00,2024-02-13 14:29:14+00:00,1,NEG,0.7455760836601257,,,0.0,5.0,1,2024-02-13 14:29:14+00:00
1468,Suppress 'HTTP/1.1 200 OK' logs from openai library,2024-02-15 04:28:37+00:00,2024-02-23 02:15:46+00:00,3,NEU,0.629219114780426,,,0.0,4.0,2,2024-02-23 02:15:46+00:00
1481,Drop two datasets from steganography,2024-03-12 07:54:46+00:00,2024-03-12 09:23:39+00:00,1,NEG,0.5805526375770569,3.0,NEU,0.8702983260154724,5.0,1,2024-03-12 09:23:39+00:00
1483,Updates on existing evals; readmes; solvers,2024-03-13 09:45:43+00:00,2024-03-13 10:20:25+00:00,3,NEU,0.9686482548713684,5.0,POS,0.5077522993087769,5.0,1,2024-03-13 10:20:25+00:00
1486,Bugged Tools Eval,2024-03-15 10:37:44+00:00,2024-03-19 04:00:40+00:00,1,NEG,0.6230921149253845,,,0.0,5.0,1,2024-03-19 04:00:40+00:00
1487,Can't Do That Anymore Eval,2024-03-15 10:54:54+00:00,2024-03-19 04:04:05+00:00,1,NEG,0.9777088761329651,,,0.0,5.0,1,2024-03-19 04:04:05+00:00
1485,Error Recovery Eval,2024-03-15 10:25:54+00:00,2024-03-19 08:26:20+00:00,3,NEU,0.8366088271141052,,,0.0,5.0,1,2024-03-19 08:26:20+00:00
1497,Add skill acquisition eval,2024-03-19 08:25:10+00:00,2024-03-19 13:53:11+00:00,3,NEU,0.9195349812507629,,,0.0,5.0,1,2024-03-19 13:53:11+00:00
1499,Add 20 questions eval,2024-03-19 11:13:29+00:00,2024-03-19 13:57:16+00:00,3,NEU,0.9584600329399109,,,0.0,5.0,1,2024-03-19 13:57:16+00:00
1490,Already Said That Eval,2024-03-15 14:20:33+00:00,2024-03-19 14:03:37+00:00,3,NEU,0.9606007933616638,,,0.0,3.0,2,2024-03-19 14:03:37+00:00
1489,Track the Stat Eval,2024-03-15 14:06:30+00:00,2024-03-19 14:09:45+00:00,3,NEU,0.9618786573410034,,,0.0,2.6,5,2024-03-19 14:09:45+00:00
1488,Identifying Variables Eval,2024-03-15 13:38:01+00:00,2024-03-19 14:21:05+00:00,3,NEU,0.9524338841438293,,,0.0,3.0,10,2024-03-19 14:21:05+00:00
1492,Add Function Deduction eval,2024-03-15 18:25:32+00:00,2024-03-19 14:24:57+00:00,3,NEU,0.9559935331344604,,,0.0,5.0,1,2024-03-19 14:24:57+00:00
1491,Add In-Context RL eval,2024-03-15 18:24:15+00:00,2024-03-19 14:59:17+00:00,3,NEU,0.9660370945930481,,,0.0,3.0,2,2024-03-19 14:59:17+00:00
1500,Add Multi-Step Web Tasks,2024-03-21 02:21:18+00:00,2024-03-21 03:35:24+00:00,3,NEU,0.9615190029144287,,,0.0,5.0,1,2024-03-21 03:35:24+00:00
1496,Add Human-Relative MLAgentBench,2024-03-19 05:57:35+00:00,2024-03-21 03:47:43+00:00,3,NEU,0.9650134444236755,,,0.0,5.0,1,2024-03-21 03:47:43+00:00
1498,AnthropicSolver,2024-03-19 10:26:13+00:00,2024-03-21 04:15:28+00:00,3,NEU,0.9332065582275391,,,0.0,5.0,1,2024-03-21 04:15:28+00:00
1502,TogetherSolver,2024-03-21 10:25:52+00:00,2024-03-22 09:50:34+00:00,3,NEU,0.9322314262390137,,,0.0,5.0,1,2024-03-22 09:50:34+00:00
1482,Address sporadic hanging of evals on certain samples,2024-03-13 09:41:32+00:00,2024-03-25 15:51:02+00:00,3,NEU,0.9524580836296082,1.0,NEG,0.6753634214401245,5.0,1,2024-03-25 15:51:02+00:00
1449,Log model and usage stats in `record.sampling`,2024-01-03 04:12:27+00:00,2024-03-25 15:52:44+00:00,3,NEU,0.9762480854988098,,,0.0,,0,2024-03-25 15:52:44+00:00
1480,Add info about logging and link to logviz,2024-03-12 05:58:48+00:00,2024-03-25 15:53:25+00:00,3,NEU,0.9713197946548462,5.0,POS,0.9774047136306763,,0,2024-03-25 15:53:25+00:00
1501,Unified create_retrying for all solvers,2024-03-21 08:49:05+00:00,2024-03-26 15:25:04+00:00,3,NEU,0.9148989915847778,3.0,NEU,0.9465396404266357,5.0,1,2024-03-26 15:25:04+00:00
1503,Add Gemini Solver,2024-03-21 10:32:26+00:00,2024-03-26 15:27:13+00:00,3,NEU,0.9396146535873413,3.0,NEU,0.968168318271637,5.0,1,2024-03-26 15:27:13+00:00
1507,Update ReadMe with New Cookbook link,2024-03-27 23:16:36+00:00,2024-03-27 23:23:38+00:00,3,NEU,0.9418244361877441,3.0,NEU,0.8859091997146606,,0,2024-03-27 23:23:38+00:00
1506,Updates on existing solvers and bugged tool eval,2024-03-27 16:37:02+00:00,2024-03-28 12:40:43+00:00,3,NEU,0.8556467890739441,,,0.0,5.0,1,2024-03-28 12:40:43+00:00
1514,Switch from pyzstd to zstandard,2024-04-02 20:33:21+00:00,2024-04-02 23:37:54+00:00,3,NEU,0.9223920702934265,5.0,POS,0.8795227408409119,3.0,1,2024-04-02 23:37:54+00:00
1516,Relax version constraint for `playwright` module,2024-04-04 04:51:26+00:00,2024-04-04 05:18:39+00:00,3,NEU,0.951752781867981,3.0,NEU,0.9611690640449524,5.0,1,2024-04-04 05:18:39+00:00
1517,Allow for evals with no args,2024-04-04 16:50:02+00:00,2024-04-05 04:06:16+00:00,3,NEU,0.95887690782547,,,0.0,5.0,1,2024-04-05 04:06:16+00:00
1512,Remove citation prediction eval,2024-04-02 07:25:16+00:00,2024-04-05 04:07:10+00:00,3,NEU,0.6926565170288086,3.0,NEU,0.8746886849403381,3.0,1,2024-04-05 04:07:10+00:00
1519,Unpin dependencies,2024-04-17 08:01:26+00:00,2024-04-17 14:45:50+00:00,3,NEU,0.9406487941741943,,,0.0,,0,2024-04-17 14:45:50+00:00
1520,Release 3.0.0,2024-04-17 22:24:43+00:00,2024-04-17 22:27:15+00:00,3,NEU,0.9459292888641357,3.0,NEU,0.8124639987945557,,0,2024-04-17 22:27:15+00:00
1524,Make the torch dep optional,2024-04-30 23:52:27+00:00,2024-05-01 00:14:02+00:00,3,NEU,0.9046326875686646,3.0,NEU,0.9350012540817261,,0,2024-05-01 00:14:02+00:00
1525,Release 3.0.1,2024-05-01 00:24:34+00:00,2024-05-01 00:50:33+00:00,3,NEU,0.9380823373794556,3.0,NEU,0.9380823373794556,,0,2024-05-01 00:50:33+00:00
1528,[eval] Add IMO problems with exact answers,2024-05-15 06:20:52+00:00,2024-07-13 19:52:19+00:00,3,NEU,0.9570829272270203,3.0,NEU,0.898758053779602,5.0,1,2024-07-13 19:52:19+00:00
1560,20240930 steven exception handling usage tokens,2024-09-30 21:14:15+00:00,2024-09-30 21:30:28+00:00,3,NEU,0.9736759662628174,,,0.0,,0,2024-09-30 21:30:28+00:00
1572,Updating readme to link to OpenAI hosted evals experience,2024-12-18 21:57:42+00:00,2024-12-18 22:09:47+00:00,3,NEU,0.9480888843536377,5.0,POS,0.8072941303253174,,0,2024-12-18 22:09:47+00:00
1605,Remove incontext_rl suite with defunct dependencies,2025-11-03 19:14:39+00:00,2025-11-03 21:36:50+00:00,3,NEU,0.5333474278450012,1.0,NEG,0.5569808483123779,,0,2025-11-03 21:36:50+00:00
