pr_number,title,created_at,merged_at,title_sentiment_numeric,title_sentiment_label,title_sentiment_score,body_sentiment_numeric,body_sentiment_label,body_sentiment_score,comments_sentiment_avg,total_comments,date
1390,Ballots v2,2023-10-27 16:10:57+00:00,2023-12-15 02:19:33+00:00,5,5 stars,0.22984854876995087,4.0,4 stars,0.4306511878967285,5.0,1,2023-12-15 02:19:33+00:00
1440,Fix branch tests with empty API Key,2023-12-20 17:34:29+00:00,2023-12-20 17:42:32+00:00,4,4 stars,0.300573468208313,1.0,1 star,0.588007390499115,,0,2023-12-20 17:42:32+00:00
1439,"Fix make decision prompt in ballots to send from system, not assistant",2023-12-20 16:02:18+00:00,2023-12-20 17:48:06+00:00,4,4 stars,0.28551867604255676,,,0.0,4.0,1,2023-12-20 17:48:06+00:00
1441,Run tests on all commits to main,2023-12-20 17:52:55+00:00,2023-12-20 17:55:24+00:00,5,5 stars,0.35218125581741333,4.0,4 stars,0.4235064387321472,,0,2023-12-20 17:55:24+00:00
1436,Add complete list of errors to MakeMeSay utils,2023-12-19 21:50:56+00:00,2023-12-20 17:58:48+00:00,5,5 stars,0.323431134223938,1.0,1 star,0.3769928812980652,,0,2023-12-20 17:58:48+00:00
1443,Use the API key for testing evals in CI,2023-12-20 23:44:35+00:00,2023-12-21 00:18:50+00:00,4,4 stars,0.4521057903766632,3.0,3 stars,0.37000003457069397,,0,2023-12-21 00:18:50+00:00
1442,Add MMMU evals and runner,2023-12-20 22:17:38+00:00,2023-12-21 01:09:36+00:00,5,5 stars,0.3466586768627167,3.0,3 stars,0.3540116548538208,5.0,1,2023-12-21 01:09:36+00:00
1444,Release 2.0.0,2023-12-21 01:04:12+00:00,2023-12-21 01:37:29+00:00,1,1 star,0.4052959382534027,1.0,1 star,0.3884230852127075,5.0,1,2023-12-21 01:37:29+00:00
1438,Fix small typo in oaieval run function,2023-12-20 12:03:57+00:00,2023-12-21 17:40:48+00:00,4,4 stars,0.40552717447280884,3.0,3 stars,0.25048530101776123,2.3333333333333335,3,2023-12-21 17:40:48+00:00
1445,Fix Pydantic warning on data_test run,2023-12-21 10:44:22+00:00,2023-12-21 17:41:29+00:00,4,4 stars,0.3791610896587372,1.0,1 star,0.451736181974411,5.0,1,2023-12-21 17:41:29+00:00
1435,Change wrong kwargs name,2023-12-15 11:28:17+00:00,2023-12-21 17:46:36+00:00,1,1 star,0.5258827805519104,1.0,1 star,0.2847764790058136,5.0,1,2023-12-21 17:46:36+00:00
1447,Randomly select MMMU answer when none is returned from the model,2023-12-24 05:40:30+00:00,2023-12-24 19:22:59+00:00,1,1 star,0.38253191113471985,4.0,4 stars,0.35436028242111206,,0,2023-12-24 19:22:59+00:00
1378,Fixed parameter incorrect,2023-10-16 06:12:40+00:00,2024-01-03 16:43:49+00:00,1,1 star,0.42256349325180054,3.0,3 stars,0.2620033323764801,4.0,1,2024-01-03 16:43:49+00:00
1388,Add gpt-3.5-turbo-16k support to ctx len getter,2023-10-24 03:10:16+00:00,2024-01-03 16:45:16+00:00,5,5 stars,0.48408961296081543,1.0,1 star,0.2539202868938446,4.0,2,2024-01-03 16:45:16+00:00
1389,Add a recorder for function calls,2023-10-24 08:21:50+00:00,2024-01-03 16:46:20+00:00,5,5 stars,0.4361667335033417,3.0,3 stars,0.37976476550102234,5.0,1,2024-01-03 16:46:20+00:00
1395,Solve #1394,2023-11-03 15:01:53+00:00,2024-01-03 16:48:28+00:00,5,5 stars,0.24779324233531952,4.0,4 stars,0.33601170778274536,5.0,1,2024-01-03 16:48:28+00:00
1422,Add eval japanese prime minister,2023-12-06 11:52:03+00:00,2024-01-03 16:49:09+00:00,5,5 stars,0.2817245125770569,1.0,1 star,0.4956881105899811,4.333333333333333,3,2024-01-03 16:49:09+00:00
1450,Improve MMMU performance with prompt engineering,2024-01-03 18:15:03+00:00,2024-01-03 18:20:50+00:00,5,5 stars,0.443185031414032,4.0,4 stars,0.3244441747665405,,0,2024-01-03 18:20:50+00:00
1453,Add eval yaml for Theory of Mind eval,2024-01-08 10:37:03+00:00,2024-01-09 02:34:54+00:00,4,4 stars,0.35817018151283264,5.0,5 stars,0.2822037637233734,5.0,1,2024-01-09 02:34:54+00:00
1400,icelandic gec eval,2023-11-07 14:08:40+00:00,2024-01-10 16:23:00+00:00,4,4 stars,0.273495614528656,1.0,1 star,0.4956881105899811,4.6,5,2024-01-10 16:23:00+00:00
1451,Fix formatting/typing so pre-commit hooks pass,2024-01-04 20:44:38+00:00,2024-01-10 16:25:28+00:00,4,4 stars,0.38229045271873474,1.0,1 star,0.38229718804359436,5.0,1,2024-01-10 16:25:28+00:00
1452,Add run_id to final_report from LocalRecorder,2024-01-04 21:06:47+00:00,2024-01-26 07:07:22+00:00,4,4 stars,0.2875009775161743,3.0,3 stars,0.4466630816459656,5.0,1,2024-01-26 07:07:22+00:00
1460,Logged spec now includes overridden args,2024-01-17 09:39:46+00:00,2024-01-26 07:12:09+00:00,1,1 star,0.31629979610443115,1.0,1 star,0.3159138262271881,4.0,1,2024-01-26 07:12:09+00:00
1461,Updates for Solvers,2024-01-26 08:22:48+00:00,2024-01-29 16:33:42+00:00,4,4 stars,0.38203030824661255,4.0,4 stars,0.43839317560195923,5.0,1,2024-01-29 16:33:42+00:00
1464,Fix small typos and inconsistencies in README,2024-01-30 18:32:13+00:00,2024-02-13 14:29:14+00:00,3,3 stars,0.2839295566082001,4.0,4 stars,0.3486640751361847,5.0,1,2024-02-13 14:29:14+00:00
1468,Suppress 'HTTP/1.1 200 OK' logs from openai library,2024-02-15 04:28:37+00:00,2024-02-23 02:15:46+00:00,1,1 star,0.3571944832801819,1.0,1 star,0.4518339931964874,3.0,2,2024-02-23 02:15:46+00:00
1481,Drop two datasets from steganography,2024-03-12 07:54:46+00:00,2024-03-12 09:23:39+00:00,1,1 star,0.507263720035553,2.0,2 stars,0.3512331247329712,5.0,1,2024-03-12 09:23:39+00:00
1483,Updates on existing evals; readmes; solvers,2024-03-13 09:45:43+00:00,2024-03-13 10:20:25+00:00,4,4 stars,0.3907756209373474,3.0,3 stars,0.3202211856842041,5.0,1,2024-03-13 10:20:25+00:00
1486,Bugged Tools Eval,2024-03-15 10:37:44+00:00,2024-03-19 04:00:40+00:00,1,1 star,0.49633368849754333,1.0,1 star,0.55610191822052,5.0,1,2024-03-19 04:00:40+00:00
1487,Can't Do That Anymore Eval,2024-03-15 10:54:54+00:00,2024-03-19 04:04:05+00:00,1,1 star,0.4659390449523926,1.0,1 star,0.55610191822052,5.0,1,2024-03-19 04:04:05+00:00
1485,Error Recovery Eval,2024-03-15 10:25:54+00:00,2024-03-19 08:26:20+00:00,1,1 star,0.5352261066436768,1.0,1 star,0.46585726737976074,5.0,1,2024-03-19 08:26:20+00:00
1497,Add skill acquisition eval,2024-03-19 08:25:10+00:00,2024-03-19 13:53:11+00:00,5,5 stars,0.43241584300994873,1.0,1 star,0.4956881105899811,5.0,1,2024-03-19 13:53:11+00:00
1499,Add 20 questions eval,2024-03-19 11:13:29+00:00,2024-03-19 13:57:16+00:00,5,5 stars,0.3304979205131531,1.0,1 star,0.4956881105899811,5.0,1,2024-03-19 13:57:16+00:00
1490,Already Said That Eval,2024-03-15 14:20:33+00:00,2024-03-19 14:03:37+00:00,1,1 star,0.35673457384109497,1.0,1 star,0.55610191822052,3.0,2,2024-03-19 14:03:37+00:00
1489,Track the Stat Eval,2024-03-15 14:06:30+00:00,2024-03-19 14:09:45+00:00,5,5 stars,0.3413757085800171,1.0,1 star,0.55610191822052,2.6,5,2024-03-19 14:09:45+00:00
1488,Identifying Variables Eval,2024-03-15 13:38:01+00:00,2024-03-19 14:21:05+00:00,4,4 stars,0.34010598063468933,1.0,1 star,0.55610191822052,2.8181818181818183,11,2024-03-19 14:21:05+00:00
1492,Add Function Deduction eval,2024-03-15 18:25:32+00:00,2024-03-19 14:24:57+00:00,4,4 stars,0.36736589670181274,1.0,1 star,0.4956881105899811,5.0,1,2024-03-19 14:24:57+00:00
1491,Add In-Context RL eval,2024-03-15 18:24:15+00:00,2024-03-19 14:59:17+00:00,4,4 stars,0.3524443507194519,1.0,1 star,0.4956881105899811,3.0,2,2024-03-19 14:59:17+00:00
1500,Add Multi-Step Web Tasks,2024-03-21 02:21:18+00:00,2024-03-21 03:35:24+00:00,5,5 stars,0.42977526783943176,1.0,1 star,0.4956881105899811,5.0,1,2024-03-21 03:35:24+00:00
1496,Add Human-Relative MLAgentBench,2024-03-19 05:57:35+00:00,2024-03-21 03:47:43+00:00,4,4 stars,0.3126409351825714,1.0,1 star,0.4956881105899811,5.0,1,2024-03-21 03:47:43+00:00
1498,AnthropicSolver,2024-03-19 10:26:13+00:00,2024-03-21 04:15:28+00:00,1,1 star,0.23822534084320068,4.0,4 stars,0.43737661838531494,5.0,1,2024-03-21 04:15:28+00:00
1502,TogetherSolver,2024-03-21 10:25:52+00:00,2024-03-22 09:50:34+00:00,5,5 stars,0.3798774480819702,4.0,4 stars,0.6183764338493347,5.0,1,2024-03-22 09:50:34+00:00
1482,Address sporadic hanging of evals on certain samples,2024-03-13 09:41:32+00:00,2024-03-25 15:51:02+00:00,1,1 star,0.3496708571910858,2.0,2 stars,0.2623741328716278,5.0,1,2024-03-25 15:51:02+00:00
1449,Log model and usage stats in `record.sampling`,2024-01-03 04:12:27+00:00,2024-03-25 15:52:44+00:00,4,4 stars,0.40052396059036255,3.0,3 stars,0.35076263546943665,4.0,1,2024-03-25 15:52:44+00:00
1480,Add info about logging and link to logviz,2024-03-12 05:58:48+00:00,2024-03-25 15:53:25+00:00,4,4 stars,0.38570737838745117,4.0,4 stars,0.6482530236244202,,0,2024-03-25 15:53:25+00:00
1501,Unified create_retrying for all solvers,2024-03-21 08:49:05+00:00,2024-03-26 15:25:04+00:00,5,5 stars,0.5980040431022644,5.0,5 stars,0.3607369363307953,5.0,1,2024-03-26 15:25:04+00:00
1503,Add Gemini Solver,2024-03-21 10:32:26+00:00,2024-03-26 15:27:13+00:00,4,4 stars,0.3601943552494049,4.0,4 stars,0.38586169481277466,1.0,1,2024-03-26 15:27:13+00:00
1507,Update ReadMe with New Cookbook link,2024-03-27 23:16:36+00:00,2024-03-27 23:23:38+00:00,4,4 stars,0.29836133122444153,1.0,1 star,0.28193405270576477,,0,2024-03-27 23:23:38+00:00
1506,Updates on existing solvers and bugged tool eval,2024-03-27 16:37:02+00:00,2024-03-28 12:40:43+00:00,2,2 stars,0.2842845320701599,5.0,5 stars,0.3503910303115845,5.0,1,2024-03-28 12:40:43+00:00
1514,Switch from pyzstd to zstandard,2024-04-02 20:33:21+00:00,2024-04-02 23:37:54+00:00,5,5 stars,0.32322242856025696,4.0,4 stars,0.4814873933792114,4.0,1,2024-04-02 23:37:54+00:00
1516,Relax version constraint for `playwright` module,2024-04-04 04:51:26+00:00,2024-04-04 05:18:39+00:00,3,3 stars,0.35482582449913025,1.0,1 star,0.3302711546421051,5.0,1,2024-04-04 05:18:39+00:00
1517,Allow for evals with no args,2024-04-04 16:50:02+00:00,2024-04-05 04:06:16+00:00,4,4 stars,0.3826262056827545,3.0,3 stars,0.3046713173389435,5.0,1,2024-04-05 04:06:16+00:00
1512,Remove citation prediction eval,2024-04-02 07:25:16+00:00,2024-04-05 04:07:10+00:00,1,1 star,0.2839166522026062,1.0,1 star,0.5090059638023376,1.0,1,2024-04-05 04:07:10+00:00
1519,Unpin dependencies,2024-04-17 08:01:26+00:00,2024-04-17 14:45:50+00:00,3,3 stars,0.25557857751846313,,,0.0,,0,2024-04-17 14:45:50+00:00
1520,Release 3.0.0,2024-04-17 22:24:43+00:00,2024-04-17 22:27:15+00:00,1,1 star,0.3457188308238983,1.0,1 star,0.39235174655914307,,0,2024-04-17 22:27:15+00:00
1524,Make the torch dep optional,2024-04-30 23:52:27+00:00,2024-05-01 00:14:02+00:00,4,4 stars,0.3738187253475189,3.0,3 stars,0.40550872683525085,,0,2024-05-01 00:14:02+00:00
1525,Release 3.0.1,2024-05-01 00:24:34+00:00,2024-05-01 00:50:33+00:00,3,3 stars,0.24308010935783386,3.0,3 stars,0.24308010935783386,,0,2024-05-01 00:50:33+00:00
1528,[eval] Add IMO problems with exact answers,2024-05-15 06:20:52+00:00,2024-07-13 19:52:19+00:00,4,4 stars,0.339366614818573,4.0,4 stars,0.3054792881011963,4.333333333333333,3,2024-07-13 19:52:19+00:00
1560,20240930 steven exception handling usage tokens,2024-09-30 21:14:15+00:00,2024-09-30 21:30:28+00:00,3,3 stars,0.2729581892490387,1.0,1 star,0.46898096799850464,,0,2024-09-30 21:30:28+00:00
1572,Updating readme to link to OpenAI hosted evals experience,2024-12-18 21:57:42+00:00,2024-12-18 22:09:47+00:00,4,4 stars,0.37434086203575134,5.0,5 stars,0.36140176653862,,0,2024-12-18 22:09:47+00:00
1605,Remove incontext_rl suite with defunct dependencies,2025-11-03 19:14:39+00:00,2025-11-03 21:36:50+00:00,1,1 star,0.5288680195808411,1.0,1 star,0.5151775479316711,,0,2025-11-03 21:36:50+00:00
